"Observation
Year","Standard
Week","Pest
Value",MaxT(°C),MinT(°C),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm)
1995,41,7460,28.6,22.3,92.6,72,227,1.6,2.6,18.8
1995,42,5004,39.1,22.2,90.9,74,93,1.8,4.5,19.5
1995,43,3803,30.6,20.7,89.9,74,5,2,6.9,20
1995,44,72,30.4,20.5,88.7,76,4.6,1.7,6.8,16.7
1995,45,0,31.1,20.7,90.7,70,4,2.3,7.7,17.3
1995,46,0,31.3,20.4,91.5,64,1,1.7,6.9,20.4
1995,47,0,29.9,20.3,87.4,64,0,1.7,4.3,20.8
1995,48,0,29.8,19.1,89.4,65,0,2.1,6.6,19.7
1995,49,36,29.5,18.7,92,67,0,1.8,5.4,19.7
1995,50,63,27.8,17.2,91.6,65,0,1.9,5.9,18.3
1995,51,26,28.6,18.4,92,67,0,2.1,6.1,17.3
1995,52,16,27.6,18.4,89.7,70,0,2.5,5.4,20.7
1996,1,0,27.6,18.3,89.4,69,0,2.6,7.5,19.1
1996,2,0,28.7,18.8,92.5,69,1.2,2.6,7.4,19.9
1996,3,0,29.7,19,92,68,0,1.9,9.1,18.4
1996,4,0,29.1,18.4,92,70,0,2,8.1,17.1
1996,5,0,28.6,18.1,91.5,68,0,1.8,8.2,20
1996,6,0,29.5,18.1,91.7,67,0,1.7,8.7,20.6
1996,7,2,28.4,18.4,91.3,64,0.4,1.6,8.5,21.1
1996,8,25,30.4,18.4,91.9,62,0,1.6,8.8,22.2
1996,9,85,30.8,19.2,89.2,62,0,1.5,9.2,24.4
1996,10,294,31.1,19.1,92,64,0,1.5,9.4,22.9
1996,11,1837,32.3,19.4,91,62,0,1.4,9.7,23.8
1996,12,10802,32.1,19.4,92,65,0,1.6,7.5,25.7
1996,13,11910,32.7,21.9,92,60,0,1.9,7.3,28.4
1996,14,8870,31.8,21.6,91.6,58,0,2.1,8.2,30.7
1996,15,650,33.4,21.9,88.3,55,0,2.3,8.5,32.8
1996,16,100,33,21.4,88.6,56,0,2.7,5.5,34.1
1996,17,73,34.1,22.9,88.3,58,0,2.7,8.8,35.2
1996,18,75,34.8,24.1,84,60,0,2.9,9.4,33.2
1996,19,4,29.4,23.6,88.6,55,15.6,3,6.1,33.3
1996,20,0,39,25,88.6,54,0,4.2,9.5,39.8
1996,21,0,36.8,24.3,91,59,1.6,4.1,7.7,46.4
1996,22,0,37.2,26.6,85.7,55,0,3,6.9,41.7
1996,23,65,36.4,26.1,84.4,57,0,3.6,6.8,42.3
1996,24,5,35.6,25.3,84.1,63,45,5.1,6.3,33.7
1996,25,0,32.4,23.8,86.1,67,80,6.4,6.2,37
1996,26,0,31,24.9,84.7,69,223,5.6,4.1,38.8
1996,27,0,33.6,24.9,73.8,72,5.6,6,7.7,35.3
1996,28,0,33.9,24.7,84,72,29.4,5.9,5.9,29.5
1996,29,14,31.6,23.9,86.3,73,65.8,5.4,6.9,27.5
1996,30,41,29.9,22.6,92.9,78,130.6,6.7,3.2,28.6
1996,31,84,31.1,23.8,86.8,76,47,5.6,4.9,28
1996,32,184,31.1,24.3,91.9,76,8.2,5.9,3.8,24.1
1996,33,1193,30.1,23.3,93.4,73,71.2,5.1,3.4,28.2
1996,34,6570,30.8,23.1,93.4,78,64.8,5.3,5.2,23
1996,35,6599,30.2,23.4,92,76,42.6,4.2,5.3,24.9
1996,36,13680,30.1,22.4,92.5,75,41.6,3,5.4,25.6
1996,37,8500,30.5,23.1,93.9,75,16.6,2.9,3.2,24.7
1996,38,14100,31.6,22.6,92.5,76,109.4,2.1,7.1,23.9
1996,39,6655,31.4,23.6,93,75,36.8,1.6,5.2,23.2
1996,40,11057,30.9,22.9,94.3,76,146,2,5.4,21.1
1996,41,0,29.9,23.4,92.9,72,105.8,1.6,3.6,18.8
1996,42,0,29.4,22.1,92.5,74,8.2,1.8,3.8,19.5
1996,43,0,27.4,22.1,93.1,74,238.2,2,5.1,20
1996,44,0,30.2,21.8,92,76,41.4,1.7,7.5,16.7
1996,45,0,28.6,21.6,91,70,40.5,2.3,7.1,17.3
1996,46,0,27.5,22.6,85.1,64,40.1,1.7,6.8,20.4
1996,47,0,26.4,21.7,84.6,64,39.2,1.7,4.5,20.8
1996,48,0,27.2,17.5,88.1,65,38.2,2.1,1.9,19.7
1996,49,0,27.1,18.1,88.4,67,16,1.8,1.7,19.7
1996,50,0,27.4,17.9,86.1,65,0,1.9,6.1,18.3
1996,51,0,28.2,18.1,89.1,67,0,2.1,13.9,17.3
1996,52,16,27.5,16.3,91.2,70,0,2.5,7.7,20.7
1997,1,11,26.5,15.7,90.3,69,0,2.6,7.7,19.1
1997,2,4,25.8,18.6,90.3,69,10.4,2.6,4.4,19.9
1997,3,12,27.6,18.3,94.7,68,26,1.9,6.8,18.4
1997,4,15,27.4,17.3,89.7,70,0,2,9,17.1
1997,5,17,27.1,18.4,89.4,68,0,1.8,8.6,20
1997,6,12,28.7,18.4,93,67,0,1.7,9,20.6
1997,7,48,29.4,18.4,90.8,64,0,1.6,9.2,21.1
1997,8,241,29.6,17.9,94,62,0,1.6,9,22.2
1997,9,640,30.3,18.8,89.7,62,0,1.5,9.5,24.4
1997,10,885,31.3,17.8,91.9,64,0,1.5,9.1,22.9
1997,11,272,31.1,17.5,92,62,0,1.4,8.4,23.8
1997,12,1023,32.2,22.8,95.1,65,0,1.6,7.5,25.7
1997,13,2949,31.7,20.6,86.9,60,11,1.9,8.2,28.4
1997,14,1076,32.4,20.9,85.6,58,12,2.1,8.1,30.7
1997,15,3613,31.3,21.1,91.6,55,12.8,2.3,8.4,32.8
1997,16,1570,32.8,20.8,87.1,56,26,2.7,9.5,34.1
1997,17,871,33.3,21.2,91.7,58,0,2.7,4.3,35.2
1997,18,122,33.7,21.5,90.8,60,4,2.9,4.6,33.2
1997,19,33,40.2,26.8,80.6,55,0,3,5.1,33.3
1997,20,39,35.1,25.1,87.8,54,20.8,4.2,6.1,39.8
1997,21,19,36.4,25.8,85.1,59,3.2,4.1,6.8,46.4
1997,22,17,34.4,24.4,85.1,55,38.6,3,6.1,41.7
1997,23,22,33.1,23,92,57,83.6,3.6,6.9,42.3
1997,24,4,33.1,24.1,88.8,63,36.2,5.1,7.4,33.7
1997,25,0,33.7,25.3,91.4,67,70,6.4,7.5,37
1997,26,7,32,23.8,93.3,69,117.6,5.6,7.7,38.8
1997,27,6,31.8,22.6,92.2,72,7.9,6,6.2,35.3
1997,28,20,32.1,24.4,91,72,8.2,5.9,7.6,29.5
1997,29,65,32.4,23.9,91.9,73,27.5,5.4,7.5,27.5
1997,30,54,31.9,24.3,92.3,78,22.6,6.7,7.3,28.6
1997,31,33,31.4,24,92,76,27,5.6,6.8,28
1997,32,51,30.9,23.5,91.4,76,26.9,5.9,6.3,24.1
1997,33,75,32.6,25,93.6,73,29.8,5.1,5.7,28.2
1997,34,34,30.8,23,94.4,78,45.2,5.3,5.1,23
1997,35,106,31.7,23.7,93.9,76,93.6,4.2,5.8,24.9
1997,36,146,29.6,23.4,93.6,75,217.4,3,5.5,25.6
1997,37,220,31.6,21.7,89.3,75,36,2.9,5.8,24.7
1997,38,451,32.5,22.1,88.8,76,2,2.1,4.3,23.9
1997,39,1830,31.1,22.2,87.6,75,0,1.6,4.5,23.2
1997,40,2417,29.7,21.7,89.9,76,15.2,2,4.5,21.1
1997,41,3790,29.1,20.6,88.7,72,14.9,1.6,3.9,18.8
1997,42,4137,28.8,20.1,87.6,74,14.4,1.8,3.6,19.5
1997,43,2196,30.4,21.1,88.3,74,7.2,2,4.4,20
1997,44,2138,31.4,21.4,88.1,76,0,1.7,3.8,16.7
1997,45,1373,29.6,20.9,90,70,5.8,2.3,4.2,17.3
1997,46,553,29.8,21.5,91.5,64,18,1.7,4.4,20.4
1997,47,44,29.6,20.6,89.5,64,17.4,1.7,4.3,20.8
1997,48,89,29.8,20.8,83.6,65,1.8,2.1,4.8,19.7
1997,49,89,27.4,20.7,90.5,67,47.6,1.8,4.8,19.7
1997,50,177,27.9,21,89.2,65,0,1.9,5.7,18.3
1997,51,12,30.5,21.1,86.1,67,4.9,2.1,5.7,17.3
1997,52,10,30.1,20.5,85.2,70,4.6,2.5,5.7,20.7
1998,1,7,28.2,30.2,94.9,81.9,0,3.7,4.8,3.4
1998,2,8,28.4,19.3,96,84.3,0,3.7,6.3,3.1
1998,3,12,28.9,20,93.1,89.7,0,2.7,7,3.1
1998,4,11,28.2,19.8,93.1,88.4,0,2.9,6.6,2.9
1998,5,22,29.6,20.1,94.3,85.7,0,2.5,6.3,3.6
1998,6,30,29.1,19.1,93.1,87,0,2.5,5.5,3.6
1998,7,17,29.7,18.2,92.6,83,0,2.7,5.9,3.9
1998,8,44,30.6,21.5,88.7,86.3,0,2.5,4.9,4.1
1998,9,1055,30.8,21.3,91.7,86.4,0,2.2,5.9,4.5
1998,10,3210,31.7,21.6,91.9,88.9,0,2.2,5.6,4.4
1998,11,5190,32.1,21,92.1,86.3,0,2.1,5.9,5.2
1998,12,898,33,21.2,87,84.1,0,2.4,6,5.6
1998,13,2197,33.1,22.1,90,84.3,0,2.7,5.9,5.6
1998,14,317,33.4,22.1,84.6,81.9,0,3.4,4.9,5.9
1998,15,414,32.5,21.4,88.1,60.1,0,3.7,4.8,6
1998,16,6,33.5,22.4,86.7,61.4,0,4.2,4.1,6.2
1998,17,8,33.4,22.8,88,69.4,0,4.4,7.7,6.1
1998,18,6,34.4,23.9,86.3,62.6,0,4.8,10,6.7
1998,19,5,34.5,23.2,86.1,67.6,0,4.8,9.7,6.4
1998,20,47,36.1,24,84.4,53.3,0,6.8,9.5,6.9
1998,21,17,40.3,25.7,84.6,65.4,0,6.9,7.5,8
1998,22,3,42.7,27.6,88.7,57.7,0,4.9,7.3,10.1
1998,23,4,40.3,27.6,76,57.3,0,5.9,7.1,9.9
1998,24,3,34.6,25.1,84.1,62.4,0,8.3,1.3,5.9
1998,25,3,33.4,25.2,81.9,68.4,0,10.2,2.4,4.3
1998,26,98,33.7,25.9,82.4,65.5,0,9,2,5.6
1998,27,48,31.6,25.3,85.9,71.8,0,9.2,3.8,5.1
1998,28,29,31.3,25.6,87,71.8,0,9.3,3.8,4.2
1998,29,21,33.8,25.7,83.4,61,0,9,4,4.9
1998,30,26,31.2,23.9,91.6,83.9,0,10.5,3.5,4.6
1998,31,29,30.3,23.4,92.9,87.7,0,9.2,3.3,3.6
1998,32,19,29.5,22.6,94,94,0,9.4,3.8,3.6
1998,33,14,30.6,23.5,92.7,89.1,0,7.3,4.6,4.2
1998,34,59,30.9,23.7,93.7,90,0,7.6,3,3.8
1998,35,778,30.2,23.8,94.1,87.1,0,7,3.9,3.2
1998,36,3452,30.3,23.5,94.1,88.6,0,5.6,3.2,4.3
1998,37,14694,30.1,24,93.3,84.7,0,5.2,4.6,4.8
1998,38,13608,31.4,23.9,94.1,84.9,0,3.7,4.4,3.1
1998,39,7904,31,23.7,90.6,88.6,0,2.9,5.7,4.6
1998,40,5186,31.5,23.7,89.6,86.4,0,3.4,5.6,4.7
1998,41,2356,29.2,22.9,95.6,92.7,0,2.8,2.1,2.2
1998,42,2607,29.6,22.6,88,74.9,0,3.4,4.4,4.4
1998,43,4527,31.4,21.9,89,71.4,0,3.8,7.6,4.6
1998,44,184,27.5,22.1,91.4,90.3,0,3.1,3.7,1
1998,45,107,29.5,22,92.9,83.3,0,4.1,5,2.5
1998,46,1514,29.2,20.7,89.1,76,0,3.1,6.7,3.2
1998,47,630,30.6,20.6,92,73,0,3.3,5.8,2.6
1998,48,741,29.6,18.4,86.6,67.1,0,4.2,7.5,2.2
1998,49,83,29.1,16.9,91.3,70.1,0,3.3,6,2.5
1998,50,4,27.9,17,90.6,71.1,0,3.6,5.3,2.6
1998,51,9,27.9,16.7,89.1,61.9,0,4,7.8,2.4
1998,52,6,27.4,16.4,91.4,63.4,0,4.8,7.8,2.1
1999,1,6,27.1,16.6,89.1,68,0,3.7,6.9,2.2
1999,2,6,27.6,17.7,92.7,68.9,0,3.7,7,2.5
1999,3,2,27.5,17.6,94,68.4,0,2.7,8.9,2.5
1999,4,3,28.8,16.8,94.3,64,0,2.9,7.2,2.5
1999,5,10,28.4,18.3,91.3,68.4,0,2.5,8.3,2.7
1999,6,10,28.8,18.6,93.4,70.3,0,2.5,8.7,2.9
1999,7,10,30.2,18.2,97.7,63.3,0,2.7,8.4,2.5
1999,8,30,31.1,18.5,93.6,70.4,0,2.5,7,2.8
1999,9,54,31.9,19.1,93.1,73,0,2.2,8.9,3.3
1999,10,200,31.7,20,94.3,64.1,0,2.2,8.9,3.1
1999,11,404,31.1,19.2,91.6,60.6,0,2.1,8.8,3.1
1999,12,3025,31.8,22.4,94.3,71.3,0,2.4,7.5,3
1999,13,1860,32.9,22.8,91.3,63.1,0,2.7,7.7,3.6
1999,14,1647,33.5,20.9,88,59.1,0,3.4,9.2,4.2
1999,15,1460,35.2,23.9,91.1,68.6,0,3.7,7.4,4.5
1999,16,199,35.1,23.6,88.4,62.9,0,4.2,9,4.2
1999,17,75,35,25.1,90.1,75.3,0,4.4,8.4,5.1
1999,18,64,34.4,25.6,90.1,71,0,4.8,6.8,4.5
1999,19,40,34.2,24.9,87.7,71.9,0,4.8,7.2,4.5
1999,20,57,34.5,24.5,86.6,66.7,0,6.8,6.5,5.1
1999,21,19,33.8,24.1,84.7,74.4,0,6.9,2.9,5.6
1999,22,36,35.4,25.8,87.3,71.4,0,4.9,6.8,5.8
1999,23,12,37.1,25.9,85.6,52.6,0,5.9,5.9,8.5
1999,24,36,32.1,24.4,91.6,73.6,0,8.3,3.3,3.8
1999,25,7,31.5,24.9,84,65.9,0,10.2,2.3,4.1
1999,26,64,35.4,25.6,79.7,59.7,0,9,7.6,6.1
1999,27,218,33.6,23.2,82.4,62.6,0,9.2,5.5,4.6
1999,28,242,32.2,23.6,91.6,72.6,0,9.3,3.2,3.1
1999,29,38,31.9,23.6,91.3,73.1,0,9,4.8,3.6
1999,30,18,29.8,22.8,91.3,76.1,0,10.5,3.4,3.6
1999,31,75,30.1,24.4,88.4,75.6,0,9.2,1,4.3
1999,32,88,30.7,24.3,84.3,67,0,9.4,4.7,4.2
1999,33,229,31.4,24.4,85.7,71.3,0,7.3,4.2,4.1
1999,34,126,30.3,24.1,89.1,79.7,0,7.6,4.7,2.7
1999,35,308,28.9,22.9,91.3,74.7,0,7,1.3,2.9
1999,36,276,29.7,24,91.1,78,0,5.6,3.2,3.2
1999,37,2494,29.4,24.1,88.1,77.4,0,5.2,3.8,2.5
1999,38,6158,31.2,24.6,88,72,0,3.7,5.3,3.3
1999,39,7515,30.3,23.9,91.3,77.1,0,2.9,4.2,2.6
1999,40,5704,28,22.9,94.6,85.9,0,3.4,2.9,2.1
1999,41,3690,30.6,23,87.9,73,0,2.8,6.7,3.3
1999,42,883,29.6,23,90.4,75.3,0,3.4,4.8,2.7
1999,43,923,29.4,22.4,88.8,74,0,3.8,5.8,2.9
1999,44,829,29.4,22.4,90.5,72.6,0,3.1,4.4,2.2
1999,45,405,30.6,19.9,90.3,62.3,0,4.1,8.6,2.9
1999,46,117,29.4,17.8,84.7,59.4,0,3.1,8.5,2.6
1999,47,74,29.5,20,87.6,64.4,0,3.3,6.6,3
1999,48,10,28.8,18.2,86.3,66.1,0,4.2,6.8,2.9
1999,49,5,28.7,16.6,87.7,62.9,0,3.3,7.5,2.7
1999,50,3,28.7,15,83.5,56.2,0,3.6,7.8,2.7
1999,51,3,27.4,18.8,88.6,67.2,0,4,6.3,2.5
1999,52,2,27.3,18.4,91.9,69.6,0,4.8,6.7,2.6
2000,1,6,27.2,18.6,90.1,68.6,0,3.7,6.8,2.7
2000,2,2,27.3,19.1,90.7,68.6,0,3.7,6.4,2.8
2000,3,24,29.2,19.1,95.8,62,0,2.7,7.6,3.5
2000,4,13,28.6,18.7,92.4,64.9,0,2.9,8.6,2.3
2000,5,12,29.2,18,93.1,62,0,2.5,8.1,3.2
2000,6,10,29.4,19.7,92.6,67,0,2.5,8.2,2.1
2000,7,48,29.2,19.7,89.7,69.9,0,2.7,8.2,2.7
2000,8,22,27.9,20.2,90.3,74.3,0,2.5,4.6,2.3
2000,9,127,29.2,18.3,94,65,0,2.2,7.6,2.8
2000,10,475,31.3,19.4,96,68.3,0,2.1,9.2,3.3
2000,11,1203,31.1,20.3,92.7,62.7,0,2.1,9.4,3.4
2000,12,627,31.9,20.5,92.7,55.9,0,2.5,9.3,3.7
2000,13,1935,32.7,20.3,91.4,51.1,0,2.7,7.7,4.1
2000,14,2390,32.4,22.8,88.9,58.5,0,3.4,8.4,4.4
2000,15,221,32.9,23.2,88,54.6,0,3.7,8.5,4.7
2000,16,250,33.6,22.4,86.7,70.9,0,4.3,8.9,4.6
2000,17,46,35.1,24.9,87.1,73.4,0,4.5,8.4,4.7
2000,18,120,34.9,24.9,82.9,71,0,4.7,8,4.8
2000,19,70,34.4,23.5,84.3,62.3,0,5,8.7,3.3
2000,20,64,38.2,25.7,80.6,59.4,0,7.1,6.8,6.9
2000,21,124,37.4,25.9,80.4,59.6,0,6.4,4.4,7.4
2000,22,444,37.5,25,80.7,59.7,0,4.9,5.9,5.9
2000,23,75,31.7,24,88.1,80.6,0,6.1,5,6
2000,24,178,32.9,25.1,79.9,70.1,0,8.9,1.3,4.9
2000,25,468,31.9,23.8,88,74.7,0,10.2,2.8,4.2
2000,26,337,30.9,24,83.6,79,0,8.9,3.9,4.3
2000,27,391,30.6,23.4,89.3,85.3,0,9.2,3.4,5.1
2000,28,125,29,23.6,83.6,78.3,0,9.3,2.1,4.2
2000,29,414,31.1,24.9,86.6,70.9,0,9.4,4.3,4.3
2000,30,449,32.1,23.9,91,71.6,0,10.2,6.2,6.2
2000,31,184,32.1,25.4,89.7,80.7,0,9.4,7.4,4.7
2000,32,404,29,22.9,88.6,82.7,0,8.9,2.1,3.5
2000,33,1355,29.6,22.5,90.3,71,0,7.4,3.7,3.5
2000,34,6813,27.5,22.1,93.3,86.3,0,7.3,0.8,2.5
2000,35,39644,28.4,23.2,86.3,77.1,0,7,3.9,3
2000,36,52041,30.9,23.6,90.9,72.7,0,5.7,5.1,3.4
2000,37,266642,32,23.7,89.6,74.7,0,4.9,5.7,3.6
2000,38,14655,30.8,22.6,91.4,79.3,0,3.7,4.7,4.7
2000,39,3830,31,22.4,87.9,74.3,0,2.8,4.6,4.6
2000,40,5240,32.4,22.6,87.6,72.3,0,3.7,8.2,2.8
2000,41,1312,31.8,22.7,88,74.4,0,2.6,7.4,2.6
2000,42,8675,29.7,22.1,92.9,80.4,0,3.5,2.8,2.8
2000,43,350,32.6,20.4,86.4,71,0,3.6,9,2.9
2000,44,493,30,21,88.9,72.9,0,3.7,5.6,2.4
2000,45,82,28.8,21.6,89.3,70.1,0,4.1,5.5,2.5
2000,46,80,29.8,19,80.8,59.5,0,3,6.5,3.4
2000,47,9,30.6,18.8,86,67.9,0,3.5,5.4,2.9
2000,48,11,29.2,19.1,85.9,74,0,4,3.6,2.8
2000,49,2,27,18.1,88.3,66.9,0,3.2,6.4,2.8
2000,50,1,27.6,18.4,88.5,65.3,0,3.9,5.7,2.6
2000,51,0,28,18.8,88.6,67.2,0,4.1,6.3,2.5
2000,52,0,28,18.4,91.9,69.6,0,4.5,6.7,2.6
2001,1,33,27.2,18.6,90.1,68.6,0,3.7,6.8,2.7
2001,2,2,27.3,19.1,90.7,68.6,0,3.7,6.4,2.8
2001,3,0,27.9,19.3,92.1,68.1,0,2.7,7.2,2.6
2001,4,4,28,19.3,92.3,70.4,0,2.9,6.7,2.4
2001,5,0,28.9,16.2,90.4,66.9,0,2,7.8,2.8
2001,6,70,30.5,17.5,93.4,64,0,1.8,7.6,2.9
2001,7,345,30,18.8,94.2,61.6,0,1.8,7.4,3
2001,8,864,30.5,20.3,90.8,62.1,0,2.5,7.7,3.2
2001,9,883,30.8,20.5,92,62.1,0,2.2,8.1,3.4
2001,10,1137,30.8,20.8,92.2,64,0,2.2,8.1,3.3
2001,11,3040,31.1,21.4,90.6,62.4,0,2.1,7.8,3.4
2001,12,2367,31.3,21.9,91.1,65.2,0,2.4,7.7,3.7
2001,13,3522,32.1,22.4,90.1,60.2,0,2.7,8.1,4.1
2001,14,1600,32.4,22.8,88.9,58.5,0,3.4,8.4,4.4
2001,15,784,32.9,23.2,88,54.6,0,3.7,8.5,4.7
2001,16,71,32.9,22.3,87.4,60.9,0,4.2,8.7,4.8
2001,17,58,34.4,22.3,82.3,55.6,0,4.4,9.1,5
2001,18,30,34.3,24.7,85,61.5,0,4.8,8,4.7
2001,19,10,35.6,26,87.1,54.5,0,4.8,8.5,4.8
2001,20,11,36.3,23.6,82.1,63.2,0,5.1,6,4.8
2001,21,21,37.9,25.1,77.9,49.9,0,7.5,8,6
2001,22,31,36.9,25.3,84.7,53.9,0,5,1.7,4
2001,23,35,32.9,22.2,89.4,72.3,0,3.3,1.7,2.5
2001,24,84,30.2,23.4,82.9,69.7,0,8.9,1.9,3.1
2001,25,950,34,24.9,74.7,56.7,0,9.3,4.7,5.4
2001,26,82,34.9,26.2,69.7,51.9,0,10.7,6.6,7.1
2001,27,226,32.3,25.2,79.9,64.6,0,13,2.2,4.9
2001,28,30,32.6,26.1,75.3,65.7,0,10.7,4,5.5
2001,29,590,32.1,23.9,89,72.3,0,10.2,1.8,3.6
2001,30,60,32,23.6,90.4,71.3,0,7.3,5.3,3.7
2001,31,35,31.3,24.2,88.7,76.1,0,7.1,4.4,3.4
2001,32,197,29.4,23.1,91.1,76,0,7.7,0.7,2.7
2001,33,136,29.1,23.9,86.4,73.6,0,9,0.9,3.6
2001,34,213,28.7,23.4,91.1,75.9,0,12.1,3.1,3.1
2001,35,97,31.4,24.4,82.6,64.9,0,7.6,6.8,4.1
2001,36,495,32.1,24.6,88.6,71.6,0,6.7,5.4,4
2001,37,854,31.1,23.2,91.3,78.4,0,3.6,2.9,2.7
2001,38,6647,32.1,23.5,90,74.7,0,3,5.7,3
2001,39,7148,29.7,23,91,82.6,0,3.2,2.8,2.3
2001,40,1450,30.2,22.7,92,83.1,0,4.2,4.3,3.9
2001,41,6122,31.8,23,87.6,69.6,0,3.2,6.7,3.4
2001,42,4818,29.8,22.9,91.1,82.9,0,4.1,5.3,2.2
2001,43,11550,31.5,22.4,91.9,72.4,0,3,7,2.8
2001,44,1605,31.9,20.8,89.3,65.4,0,2.1,6.6,3.3
2001,45,649,27.4,21.5,91.4,85.3,0,7.1,0.7,1.8
2001,46,28,30.4,21.1,86.4,68.7,0,3.7,6.8,2.6
2001,47,0,31.3,19.6,85.9,66.7,0,4,8.9,3.4
2001,48,0,29.9,19,85.9,69.9,0,4.4,6,2.8
2001,49,8,30.4,16.5,85.9,65.4,0,2.3,8.7,2.7
2001,50,25,30.3,17.2,89.6,64.9,0,2.3,8.1,2.8
2001,51,1,26.5,17.9,85.6,67.1,0,6.1,3.9,2.9
2001,52,3,27.4,17.6,93.4,62.9,0,4.6,6.9,3
2002,1,3,26.9,16.6,88.3,61.3,20.1,6.2,7.5,3
2002,2,2,27.5,17.4,86.6,66.9,0,5.4,3.7,2.8
2002,3,3,28.9,17.2,92.1,67.1,0,1.8,4.7,2.3
2002,4,80,29.9,20.4,96,67.3,0,2.1,4.1,2.3
2002,5,34,28.9,18.7,90,70,0,4,1.5,2.8
2002,6,21,28.7,17.5,88.1,65.7,0,2.7,2.9,2.9
2002,7,112,30.5,19,92,66.4,0,2,4.5,2.7
2002,8,530,32.1,17,91.4,54.3,0,1.2,6.8,3
2002,9,986,32,18,92.4,63.3,0,1.6,6.5,2.6
2002,10,1114,31,20.1,91.4,66.3,0,2.2,8.3,3
2002,11,4135,31.8,20.1,87.1,58,0,1.9,7.5,3.4
2002,12,7420,31.9,19.4,91.7,66,0,2.1,7.4,3.3
2002,13,1820,32.4,21.6,85.6,62.7,0,3,9.5,3.9
2002,14,505,32.9,21.7,87.3,60.7,0,3.8,9.6,4.3
2002,15,0,32.9,21.7,86.4,60.7,0,3.6,10.3,4.3
2002,16,10,33.6,22.7,86.9,55.7,0,4.2,10.4,5.1
2002,17,0,34.1,23.2,86,60.4,0,4.4,10.3,5.2
2002,18,0,34.7,24,85,58,0,4.1,9.3,5.5
2002,19,0,39.1,27.4,82.1,49.4,5.3,7.1,9.7,6.7
2002,20,0,38.1,26.5,71.9,44,7.5,11.6,6.7,8.1
2002,21,2,37.1,26.4,82.6,50.4,0.8,7.8,7.5,6.5
2002,22,0,36.2,24.7,85.1,57.9,13.6,6,8.5,5.2
2002,23,0,35.1,24.7,87.3,67,32.4,5,5.1,4.8
2002,24,0,34.6,25.5,79.6,66.7,2.6,6.4,4.1,4.8
2002,25,5,31.7,24.7,78.6,64.9,6.8,12,0.8,4.2
2002,26,2,34.1,25.1,79.7,56.9,6.2,7.8,9,5.9
