"Observation
Year","Standard
Week","Pest
Value",MaxT(°C),MinT(°C),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm)
1996,22,,42.7,27.6,88.7,57.7,0,4.9,7.3,10.1
1996,23,,40.3,27.6,76,57.3,0,5.9,7.1,9.9
1996,24,,34.6,25.1,84.1,62.4,85.3,8.3,1.3,5.9
1996,25,,33.4,25.2,81.9,68.4,6.6,10.2,2.4,4.3
1996,26,,33.7,25.9,82.4,65.5,3.2,9,2,5.6
1996,27,,31.6,25.3,85.9,71.8,0,9.2,3.8,5.1
1996,28,,31.3,25.6,87,71.8,0,9.3,3.8,4.2
1996,29,,33.8,25.7,83.4,61,0,9,4,4.9
1996,30,,31.2,23.9,91.6,83.9,34,10.5,3.5,4.6
1996,31,,30.3,23.4,92.9,87.7,87.8,9.2,3.3,3.6
1996,32,,29.5,22.6,94,94,119.8,9.4,3.8,3.6
1996,33,,30.6,23.5,92.7,89.1,42.3,7.3,4.6,4.2
1996,34,,30.9,23.7,93.7,90,97.2,7.6,3,3.8
1996,35,,30.2,23.8,94.1,87.1,91.6,7,3.9,3.2
1996,36,,30.3,23.5,94.1,88.6,119.6,5.6,3.2,4.3
1996,37,,30.1,24,93.3,84.7,52.4,5.2,4.6,4.8
1996,38,,31.4,23.9,94.1,84.9,108.3,3.7,4.4,3.1
1996,39,525,27.6,18.3,89.4,69,0,2.6,7.5,19.1
1996,40,785,28.7,18.8,92.5,69,1.2,2.6,7.4,19.9
1996,41,2222,29.7,19,92,68,0,1.9,9.1,18.4
1996,42,224,29.1,18.4,92,70,0,2,8.1,17.1
1996,43,250,28.6,18.1,91.5,68,0,1.8,8.2,20
1996,44,529,29.5,18.1,91.7,67,0,1.7,8.7,20.6
1996,45,293,28.4,18.4,91.3,64,0.4,1.6,8.5,21.1
1996,46,0,30.4,18.4,91.9,62,0,1.6,8.8,22.2
1996,47,0,30.8,19.2,89.2,62,0,1.5,9.2,24.4
1996,48,0,31.1,19.1,92,64,0,1.5,9.4,22.9
1996,49,0,32.3,19.4,91,62,0,1.4,9.7,23.8
1996,50,0,32.1,19.4,92,65,0,1.6,7.5,25.7
1996,51,0,32.7,21.9,92,60,0,1.9,7.3,28.4
1996,52,2,31.8,21.6,91.6,58,0,2.1,8.2,30.7
1997,1,3,26.5,15.7,90.3,55,0,2.3,7.7,32.8
1997,2,3,25.8,18.6,90.3,56,10.4,2.7,4.4,34.1
1997,3,5,27.6,18.3,94.7,58,26,2.7,6.8,35.2
1997,4,8,27.4,17.3,89.7,60,0,2.9,9,33.2
1997,5,6,27.1,18.4,89.4,55,0,3,8.6,33.3
1997,6,10,28.7,18.4,93,54,0,4.2,9,39.8
1997,7,6,29.4,18.4,90.8,59,0,4.1,9.2,46.4
1997,8,15,29.6,17.9,94,55,0,3,9,41.7
1997,9,41,30.3,18.8,89.7,57,0,3.6,9.5,42.3
1997,10,39,31.3,17.8,91.9,63,0,5.1,9.1,33.7
1997,11,38,31.1,17.5,92,67,0,6.4,8.4,37
1997,12,613,32.2,22.8,95.1,69,0,5.6,7.5,38.8
1997,13,479,31.7,20.6,86.9,72,11,6,8.2,35.3
1997,14,233,32.4,20.9,85.6,72,12,5.9,8.1,29.5
1997,15,230,31.3,21.1,91.6,73,12.8,5.4,8.4,27.5
1997,16,129,32.8,20.8,87.1,78,26,6.7,9.5,28.6
1997,17,57,33.3,21.2,91.7,76,0,5.6,4.3,28
1997,18,73,33.7,21.5,90.8,76,4,5.9,4.6,24.1
1997,19,32,40.2,26.8,80.6,73,0,5.1,5.1,28.2
1997,20,23,35.1,25.1,87.8,78,20.8,5.3,6.1,23
1997,21,8,36.4,25.8,85.1,76,3.2,4.2,6.8,24.9
1997,22,14,34.4,24.4,85.1,75,38.6,3,6.1,25.6
1997,23,8,33.1,23,92,75,83.6,2.9,6.9,24.7
1997,24,25,33.1,24.1,88.8,76,36.2,2.1,7.4,23.9
1997,25,2,33.7,25.3,91.4,75,70,1.6,7.5,23.2
1997,26,4,32,23.8,93.3,76,117.6,2,7.7,21.1
1997,27,2,31.8,22.6,92.2,72,7.9,1.6,6.2,18.8
1997,28,1,32.1,24.4,91,74,8.2,1.8,7.6,19.5
1997,29,0,32.4,23.9,91.9,74,27.5,2,7.5,20
1997,30,1,31.9,24.3,92.3,76,22.6,1.7,7.3,16.7
1997,31,2,31.4,24,92,70,27,2.3,6.8,17.3
1997,32,3,30.9,23.5,91.4,64,26.9,1.7,6.3,20.4
1997,33,2,32.6,25,93.6,64,29.8,1.7,5.7,20.8
1997,34,2,30.8,23,94.4,65,45.2,2.1,5.1,19.7
1997,35,25,31.7,23.7,93.9,67,93.6,1.8,5.8,19.7
1997,36,6,29.6,23.4,93.6,65,217.4,1.9,5.5,18.3
1997,37,7,31.6,21.7,89.3,67,36,2.1,5.8,17.3
1997,38,6,32.5,22.1,88.8,70,2,2.5,4.3,20.7
1997,39,30,31.1,22.2,87.6,69,0,2.6,4.5,19.1
1997,40,0,29.7,21.7,89.9,69,15.2,2.6,4.5,19.9
1997,41,44,29.1,20.6,88.7,68,14.9,1.9,3.9,18.4
1997,42,659,28.8,20.1,87.6,70,14.4,2,3.6,17.1
1997,43,1129,30.4,21.1,88.3,68,7.2,1.8,4.4,20
1997,44,198,31.4,21.4,88.1,67,0,1.7,3.8,20.6
1997,45,421,29.6,20.9,90,64,5.8,1.6,4.2,21.1
1997,46,644,29.8,21.5,91.5,62,18,1.6,4.4,22.2
1997,47,136,29.6,20.6,89.5,62,17.4,1.5,4.3,24.4
1997,48,88,29.8,20.8,83.6,64,1.8,1.5,4.8,22.9
1997,49,32,27.4,20.7,90.5,62,47.6,1.4,4.8,23.8
1997,50,67,27.9,21,89.2,65,0,1.6,5.7,25.7
1997,51,6,30.5,21.1,86.1,60,4.9,1.9,5.7,28.4
1997,52,5,30.1,20.5,85.2,58,4.6,2.1,5.7,30.7
1998,1,8,28.2,30.2,94.9,55,0,2.3,4.8,32.8
1998,2,5,28.4,19.3,96,56,0,2.7,6.3,34.1
1998,3,5,28.9,20,93.1,58,0,2.7,7,35.2
1998,4,5,28.2,19.8,93.1,60,0,2.9,6.6,33.2
1998,5,4,29.6,20.1,94.3,55,0,3,6.3,33.3
1998,6,10,29.1,19.1,93.1,54,0,4.2,5.5,39.8
1998,7,7,29.7,18.2,92.6,59,0,4.1,5.9,46.4
1998,8,23,30.6,21.5,88.7,55,0,3,4.9,41.7
1998,9,615,30.8,21.3,91.7,57,0,3.6,5.9,42.3
1998,10,823,31.7,21.6,91.9,63,0,5.1,5.6,33.7
1998,11,553,32.1,21,92.1,67,0,6.4,5.9,37
1998,12,340,33,21.2,87,69,0,5.6,6,38.8
1998,13,827,33.1,22.1,90,72,0,6,5.9,35.3
1998,14,333,33.4,22.1,84.6,72,0,5.9,4.9,29.5
1998,15,373,32.5,21.4,88.1,73,0,5.4,4.8,27.5
1998,16,28,33.5,22.4,86.7,78,0,6.7,4.1,28.6
1998,17,7,33.4,22.8,88,76,0,5.6,7.7,28
1998,18,27,34.4,23.9,86.3,76,0,5.9,10,24.1
1998,19,8,34.5,23.2,86.1,73,0,5.1,9.7,28.2
1998,20,19,36.1,24,84.4,78,0,5.3,9.5,23
1998,21,5,40.3,25.7,84.6,76,0,4.2,7.5,24.9
1998,22,11,42.7,27.6,88.7,75,0,3,7.3,25.6
1998,23,7,40.3,27.6,76,75,0,2.9,7.1,24.7
1998,24,8,34.6,25.1,84.1,76,0,2.1,1.3,23.9
1998,25,6,33.4,25.2,81.9,75,0,1.6,2.4,23.2
1998,26,12,33.7,25.9,82.4,76,0,2,2,21.1
1998,27,11,31.6,25.3,85.9,72,0,1.6,3.8,18.8
1998,28,9,31.3,25.6,87,74,0,1.8,3.8,19.5
1998,29,46,33.8,25.7,83.4,74,0,2,4,20
1998,30,10,31.2,23.9,91.6,76,0,1.7,3.5,16.7
1998,31,11,30.3,23.4,92.9,70,0,2.3,3.3,17.3
1998,32,5,29.5,22.6,94,64,0,1.7,3.8,20.4
1998,33,10,30.6,23.5,92.7,64,0,1.7,4.6,20.8
1998,34,11,30.9,23.7,93.7,65,0,2.1,3,19.7
1998,35,61,30.2,23.8,94.1,67,0,1.8,3.9,19.7
1998,36,61,30.3,23.5,94.1,65,0,1.9,3.2,18.3
1998,37,208,30.1,24,93.3,67,0,2.1,4.6,17.3
1998,38,1052,31.4,23.9,94.1,70,0,2.5,4.4,20.7
1998,39,2952,31,23.7,90.6,88.6,0,2.9,5.7,4.6
1998,40,8707,31.5,23.7,89.6,86.4,0,3.4,5.6,4.7
1998,41,10345,29.2,22.9,95.6,92.7,0,2.8,2.1,2.2
1998,42,2662,29.6,22.6,88,74.9,0,3.4,4.4,4.4
1998,43,2189,31.4,21.9,89,71.4,0,3.8,7.6,4.6
1998,44,818,27.5,22.1,91.4,90.3,0,3.1,3.7,1
1998,45,1246,29.5,22,92.9,83.3,0,4.1,5,2.5
1998,46,2436,29.2,20.7,89.1,76,0,3.1,6.7,3.2
1998,47,25536,30.6,20.6,92,73,0,3.3,5.8,2.6
1998,48,32481,29.6,18.4,86.6,67.1,0,4.2,7.5,2.2
1998,49,9187,29.1,16.9,91.3,70.1,0,3.3,6,2.5
1998,50,297,27.9,17,90.6,71.1,0,3.6,5.3,2.6
1998,51,104,27.9,16.7,89.1,61.9,0,4,7.8,2.4
1998,52,23,27.4,16.4,91.4,63.4,0,4.8,7.8,2.1
1999,1,11,27.1,16.6,92,68,0,3.7,6.9,2.2
1999,2,5,27.6,17.7,86.6,68.9,0,3.7,7,2.5
1999,3,2,27.5,17.6,91.3,68.4,0,2.7,8.9,2.5
1999,4,5,28.8,16.8,90.6,64,0,2.9,7.2,2.5
1999,5,12,28.4,18.3,89.1,68.4,0,2.5,8.3,2.7
1999,6,30,28.8,18.6,91.4,70.3,0,2.5,8.7,2.9
1999,7,37,30.2,18.2,97.7,63.3,0,2.7,8.4,2.5
1999,8,47,31.1,18.5,93.6,70.4,0,2.5,7,2.8
1999,9,49,31.9,19.1,93.1,73,0,2.2,8.9,3.3
1999,10,82,31.7,20,94.3,64.1,0,2.2,8.9,3.1
1999,11,810,31.1,19.2,91.6,60.6,0,2.1,8.8,3.1
1999,12,3446,31.8,22.4,94.3,71.3,0,2.4,7.5,3
1999,13,2800,32.9,22.8,91.3,63.1,0,2.7,7.7,3.6
1999,14,1740,33.5,20.9,88,59.1,0,3.4,9.2,4.2
1999,15,1163,35.2,23.9,91.1,68.6,0,3.7,7.4,4.5
1999,16,645,35.1,23.6,88.4,62.9,0,4.2,9,4.2
1999,17,553,35,25.1,90.1,75.3,0,4.4,8.4,5.1
1999,18,287,34.4,25.6,90.1,71,0,4.8,6.8,4.5
1999,19,148,34.2,24.9,87.7,71.9,0,4.8,7.2,4.5
1999,20,201,34.5,24.5,86.6,66.7,0,6.8,6.5,5.1
1999,21,65,33.8,24.1,84.7,74.4,0,6.9,2.9,5.6
1999,22,49,35.4,25.8,87.3,71.4,0,4.9,6.8,5.8
1999,23,27,37.1,25.9,85.6,52.6,0,5.9,5.9,8.5
1999,24,9,32.1,24.4,91.6,73.6,0,8.3,3.3,3.8
1999,25,2,31.5,24.9,84,65.9,0,10.2,2.3,4.1
1999,26,14,35.4,25.6,79.7,59.7,0,9,7.6,6.1
1999,27,26,33.6,23.2,82.4,62.6,0,9.2,5.5,4.6
1999,28,70,32.2,23.6,91.6,72.6,0,9.3,3.2,3.1
1999,29,1,31.9,23.6,91.3,73.1,0,9,4.8,3.6
1999,30,2,29.8,22.8,91.3,76.1,0,10.5,3.4,3.6
1999,31,6,30.1,24.4,88.4,75.6,0,9.2,1,4.3
1999,32,7,30.7,24.3,84.3,67,0,9.4,4.7,4.2
1999,33,45,31.4,24.4,85.7,71.3,0,7.3,4.2,4.1
1999,34,51,30.3,24.1,89.1,79.7,0,7.6,4.7,2.7
1999,35,32,28.9,22.9,91.3,74.7,0,7,1.3,2.9
1999,36,85,29.7,24,91.1,78,0,5.6,3.2,3.2
1999,37,101,29.4,24.1,88.1,77.4,0,5.2,3.8,2.5
1999,38,169,31.2,24.6,88,72,0,3.7,5.3,3.3
1999,39,1568,30.3,23.9,91.3,77.1,0,2.9,4.2,2.6
1999,40,712,28,22.9,94.6,85.9,0,3.4,2.9,2.1
1999,41,1260,30.6,23,87.9,73,0,2.8,6.7,3.3
1999,42,3291,29.6,23,90.4,75.3,0,3.4,4.8,2.7
1999,43,5244,29.4,22.4,88.8,74,0,3.8,5.8,2.9
1999,44,413,29.4,22.4,90.5,72.6,0,3.1,4.4,2.2
1999,45,462,30.6,19.9,90.3,62.3,0,4.1,8.6,2.9
1999,46,2084,29.4,17.8,84.7,59.4,0,3.1,8.5,2.6
1999,47,2498,29.5,20,87.6,64.4,0,3.3,6.6,3
1999,48,331,28.8,18.2,86.3,66.1,0,4.2,6.8,2.9
1999,49,80,28.7,16.6,87.7,62.9,0,3.3,7.5,2.7
1999,50,61,28.7,15,83.5,56.2,0,3.6,7.8,2.7
1999,51,8,27.4,18.8,88.6,67.2,0,4,6.3,2.5
1999,52,12,27.3,18.4,91.9,69.6,0,4.8,6.7,2.6
2000,1,26,27.2,18.6,90.1,68.6,0,3.7,6.8,2.7
2000,2,12,27.3,19.1,90.7,68.6,0,3.7,6.4,2.8
2000,3,190,29.2,19.1,95.8,62,0,2.7,7.6,3.5
2000,4,39,28.6,18.7,92.4,64.9,0,2.9,8.6,2.3
2000,5,49,29.2,18,93.1,62,0,2.5,8.1,3.2
2000,6,37,29.4,19.7,92.6,67,0,2.5,8.2,2.1
2000,7,28,29.2,19.7,89.7,69.9,0,2.7,8.2,2.7
2000,8,134,27.9,20.2,90.3,74.3,0,2.5,4.6,2.3
2000,9,503,29.2,18.3,94,65,0,2.2,7.6,2.8
2000,10,601,31.3,19.4,96,68.3,0,2.1,9.2,3.3
2000,11,5022,31.1,20.3,92.7,62.7,0,2.1,9.4,3.4
2000,12,22765,31.9,20.5,92.7,55.9,0,2.5,9.3,3.7
2000,13,13630,32.7,20.3,91.4,51.1,0,2.7,7.7,4.1
2000,14,4160,32.4,22.8,88.9,58.5,0,3.4,8.4,4.4
2000,15,6520,32.9,23.2,88,54.6,0,3.7,8.5,4.7
2000,16,1335,33.6,22.4,86.7,70.9,0,4.3,8.9,4.6
2000,17,2240,35.1,24.9,87.1,73.4,0,4.5,8.4,4.7
2000,18,865,34.9,24.9,82.9,71,0,4.7,8,4.8
2000,19,4018,34.4,23.5,84.3,62.3,0,5,8.7,3.3
2000,20,5070,38.2,25.7,80.6,59.4,0,7.1,6.8,6.9
2000,21,4437,37.4,25.9,80.4,59.6,0,6.4,4.4,7.4
2000,22,161,37.5,25,80.7,59.7,0,4.9,5.9,5.9
2000,23,156,31.7,24,88.1,80.6,0,6.1,5,6
2000,24,359,32.9,25.1,79.9,70.1,0,8.9,1.3,4.9
2000,25,41,31.9,23.8,88,74.7,0,10.2,2.8,4.2
2000,26,40,30.9,24,83.6,79,0,8.9,3.9,4.3
2000,27,16,30.6,23.4,89.3,85.3,0,9.2,3.4,5.1
2000,28,207,29,23.6,83.6,78.3,0,9.3,2.1,4.2
2000,29,674,31.1,24.9,86.6,70.9,0,9.4,4.3,4.3
2000,30,240,32.1,23.9,91,71.6,0,10.2,6.2,6.2
2000,31,160,32.1,25.4,89.7,80.7,0,9.4,7.4,4.7
2000,32,270,29,22.9,88.6,82.7,0,8.9,2.1,3.5
2000,33,195,29.6,22.5,90.3,71,0,7.4,3.7,3.5
2000,34,859,27.5,22.1,93.3,86.3,0,7.3,0.8,2.5
2000,35,2575,28.4,23.2,86.3,77.1,0,7,3.9,3
2000,36,4480,30.9,23.6,90.9,72.7,0,5.7,5.1,3.4
2000,37,29595,32,23.7,89.6,74.7,0,4.9,5.7,3.6
2000,38,82360,30.8,22.6,91.4,79.3,0,3.7,4.7,4.7
2000,39,10640,31,22.4,87.9,74.3,0,2.8,4.6,4.6
2000,40,998,32.4,22.6,87.6,72.3,0,3.7,8.2,2.8
2000,41,34720,31.8,22.7,88,74.4,0,2.6,7.4,2.6
2000,42,6169,29.7,22.1,92.9,80.4,0,3.5,2.8,2.8
2000,43,17910,32.6,20.4,86.4,71,0,3.6,9,2.9
2000,44,3218,30,21,88.9,72.9,0,3.7,5.6,2.4
2000,45,2848,28.8,21.6,89.3,70.1,0,4.1,5.5,2.5
2000,46,378,29.8,19,80.8,59.5,0,3,6.5,3.4
2000,47,576,30.6,18.8,86,67.9,0,3.5,5.4,2.9
2000,48,118,29.2,19.1,85.9,74,0,4,3.6,2.8
2000,49,23,27,18.1,88.3,66.9,0,3.2,6.4,2.8
2000,50,16,27.6,18.4,88.5,65.3,0,3.9,5.7,2.6
2000,51,10,28,18.8,88.6,67.2,0,4.1,6.3,2.5
2000,52,5,28,18.4,91.9,69.6,0,4.5,6.7,2.6
2001,1,20,27.2,18.6,90.1,68.6,0,3.7,6.8,2.7
2001,2,10,27.3,19.1,90.7,68.6,0,3.7,6.4,2.8
2001,3,0,27.9,19.3,92.1,68.1,0,2.7,7.2,2.6
2001,4,10,28,19.3,92.3,70.4,0,2.9,6.7,2.4
2001,5,12,28.9,16.2,90.4,66.9,0,2,7.8,2.8
2001,6,45,30.5,17.5,93.4,64,0,1.8,7.6,2.9
2001,7,177,30,18.8,94.2,61.6,0,1.8,7.4,3
2001,8,115,30.5,20.3,90.8,62.1,0,2.5,7.7,3.2
2001,9,280,30.8,20.5,92,62.1,0,2.2,8.1,3.4
2001,10,1239,30.8,20.8,92.2,64,0,2.2,8.1,3.3
2001,11,4150,31.1,21.4,90.6,62.4,0,2.1,7.8,3.4
2001,12,6988,31.3,21.9,91.1,65.2,0,2.4,7.7,3.7
2001,13,8216,32.1,22.4,90.1,60.2,0,2.7,8.1,4.1
2001,14,9314,32.4,22.8,88.9,58.5,0,3.4,8.4,4.4
2001,15,14418,32.9,23.2,88,54.6,0,3.7,8.5,4.7
2001,16,18888,32.9,22.3,87.4,60.9,0,4.2,8.7,4.8
2001,17,4376,34.4,22.3,82.3,55.6,0,4.4,9.1,5
2001,18,1344,34.3,24.7,85,61.5,0,4.8,8,4.7
2001,19,2580,35.6,26,87.1,54.5,0,4.8,8.5,4.8
2001,20,609,36.3,23.6,82.1,63.2,0,5.1,6,4.8
2001,21,169,37.9,25.1,77.9,49.9,0,7.5,8,6
2001,22,342,36.9,25.3,84.7,53.9,0,5,1.7,4
2001,23,719,32.9,22.2,89.4,72.3,0,3.3,1.7,2.5
2001,24,75,30.2,23.4,82.9,69.7,0,8.9,1.9,3.1
2001,25,52,34,24.9,74.7,56.7,0,9.3,4.7,5.4
2001,26,340,34.9,26.2,69.7,51.9,0,10.7,6.6,7.1
2001,27,1,32.3,25.2,79.9,64.6,0,13,2.2,4.9
2001,28,20,32.6,26.1,75.3,65.7,0,10.7,4,5.5
2001,29,6,32.1,23.9,89,72.3,0,10.2,1.8,3.6
2001,30,89,32,23.6,90.4,71.3,0,7.3,5.3,3.7
2001,31,90,31.3,24.2,88.7,76.1,0,7.1,4.4,3.4
2001,32,104,29.4,23.1,91.1,76,0,7.7,0.7,2.7
2001,33,119,29.1,23.9,86.4,73.6,0,9,0.9,3.6
2001,34,56,28.7,23.4,91.1,75.9,0,12.1,3.1,3.1
2001,35,62,31.4,24.4,82.6,64.9,0,7.6,6.8,4.1
2001,36,44,32.1,24.6,88.6,71.6,0,6.7,5.4,4
2001,37,100,31.1,23.2,91.3,78.4,0,3.6,2.9,2.7
2001,38,197,32.1,23.5,90,74.7,0,3,5.7,3
2001,39,193,29.7,23,91,82.6,0,3.2,2.8,2.3
2001,40,99,30.2,22.7,92,83.1,0,4.2,4.3,3.9
2001,41,603,31.8,23,87.6,69.6,0,3.2,6.7,3.4
2001,42,9266,29.8,22.9,91.1,82.9,0,4.1,5.3,2.2
2001,43,24480,31.5,22.4,91.9,72.4,0,3,7,2.8
2001,44,7216,31.9,20.8,89.3,65.4,0,2.1,6.6,3.3
2001,45,2046,27.4,21.5,91.4,85.3,0,7.1,0.7,1.8
2001,46,1426,30.4,21.1,86.4,68.7,0,3.7,6.8,2.6
2001,47,2634,31.3,19.6,85.9,66.7,0,4,8.9,3.4
2001,48,1365,29.9,19,85.9,69.9,0,4.4,6,2.8
2001,49,416,30.4,16.5,85.9,65.4,0,2.3,8.7,2.7
2001,50,162,30.3,17.2,89.6,64.9,0,2.3,8.1,2.8
2001,51,8,26.5,17.9,85.6,67.1,0,6.1,3.9,2.9
2001,52,62,27.4,17.6,93.4,62.9,0,4.6,6.9,3
2002,1,28,26.9,16.6,88.3,61.3,20.1,6.2,7.5,3
2002,2,11,27.5,17.4,86.6,66.9,0,5.4,3.7,2.8
2002,3,10,28.9,17.2,92.1,67.1,0,1.8,4.7,2.3
2002,4,155,29.9,20.4,96,67.3,0,2.1,4.1,2.3
2002,5,63,28.9,18.7,90,70,0,4,1.5,2.8
2002,6,32,28.7,17.5,88.1,65.7,0,2.7,2.9,2.9
2002,7,127,30.5,19,92,66.4,0,2,4.5,2.7
2002,8,170,32.1,17,91.4,54.3,0,1.2,6.8,3
2002,9,135,32,18,92.4,63.3,0,1.6,6.5,2.6
2002,10,592,31,20.1,91.4,66.3,0,2.2,8.3,3
2002,11,5925,31.8,20.1,87.1,58,0,1.9,7.5,3.4
2002,12,22985,31.9,19.4,91.7,66,0,2.1,7.4,3.3
2002,13,8200,32.4,21.6,85.6,62.7,0,3,9.5,3.9
2002,14,4570,32.9,21.7,87.3,60.7,0,3.8,9.6,4.3
2002,15,2675,32.9,21.7,86.4,60.7,0,3.6,10.3,4.3
2002,16,1330,33.6,22.7,86.9,55.7,0,4.2,10.4,5.1
2002,17,1230,34.1,23.2,86,60.4,0,4.4,10.3,5.2
2002,18,150,34.7,24,85,58,0,4.1,9.3,5.5
2002,19,167,39.1,27.4,82.1,49.4,5.3,7.1,9.7,6.7
2002,20,30,38.1,26.5,71.9,44,7.5,11.6,6.7,8.1
2002,21,229,37.1,26.4,82.6,50.4,0.8,7.8,7.5,6.5
2002,22,51,36.2,24.7,85.1,57.9,13.6,6,8.5,5.2
2002,23,42,35.1,24.7,87.3,67,32.4,5,5.1,4.8
2002,24,25,34.6,25.5,79.6,66.7,2.6,6.4,4.1,4.8
2002,25,0,31.7,24.7,78.6,64.9,6.8,12,0.8,4.2
2002,26,20,34.1,25.1,79.7,56.9,6.2,7.8,9,5.9
2002,27,0,35.1,27.1,72.4,50.4,1.2,11.6,7.6,7.9
2002,28,34,35.2,26.9,71.4,50.4,8,11.7,5.9,7.6
2002,29,11,31.6,25.2,82,67,0,12.4,3.3,5
